site;mois;poids
FRA360;1;23,78159
FRA363;1;14,17266
FRA365;1;10,0754
FRA366;1;8,21573
FRA400;1;6,83042
FRA401;1;6,66358
FRA402;1;5,34672
FRA403;1;7,35695
FRA404;1;5,5298
FRA405;1;3,31132
FRA406;1;6,19151
FRA407;1;3,87382
FRA408;1;4,64544
FRA001;2;31,14302
FRA002;2;11,20211
FRA003;2;7,08288
FRA004;2;18,42271
FRA005;2;16,20405
FRA006;2;13,50075
FRA007;2;33,27489
FRA008;2;27,87509
FRA009;2;22,86912
FRA010;2;10,75262
FRA011;2;10,85069
FRA012;2;15,46638
FRA013;2;24,82684
FRA014;2;14,98353
FRA015;2;13,91209
FRA016;2;6,73488
FRA017;2;14,14354
FRA018;2;11,93324
FRA019;2;7,53148
FRA020;2;6,68537
FRA021;2;11,59721
FRA022;2;16,61293
FRA023;2;17,42255
FRA024;2;8,16564
FRA025;2;12,44687
FRA026;2;11,71247
FRA027;2;11,03986
FRA028;2;11,47954
FRA029;2;18,08695
FRA030;2;4,94677
FRA031;2;28,35945
FRA032;2;34,24474
FRA033;2;11,32173
FRA034;2;14,33097
FRA035;2;23,67446
FRA036;2;18,28493
FRA037;2;13,57899
FRA038;2;15,29862
FRA039;2;13,29379
FRA040;2;17,99456
FRA041;2;15,03971
FRA042;2;18,40903
FRA043;2;11,06032
FRA044;2;18,26651
FRA045;2;14,01077
FRA046;2;16,67822
FRA047;2;15,99792
FRA048;2;17,25634
FRA049;2;7,19495
FRA050;2;23,45807
FRA051;2;20,55033
FRA052;2;7,2725
FRA053;2;15,28414
FRA054;2;20,80058
FRA055;2;12,52817
FRA056;2;12,07876
FRA057;2;13,85867
FRA058;2;12,30394
FRA059;2;14,83379
FRA060;2;18,06908
FRA061;2;24,579
FRA062;2;19,5834
FRA063;2;17,41899
FRA064;2;21,51005
FRA065;2;11,328
FRA066;2;27,35902
FRA068;2;13,59161
FRA069;2;12,13455
FRA070;2;10,76879
FRA071;2;10,10336
FRA072;2;9,1854
FRA073;2;7,47388
FRA074;2;10,54589
FRA075;2;19,34251
FRA076;2;19,44422
FRA077;2;18,78766
FRA078;2;11,49124
FRA079;2;11,36339
FRA080;2;13,80186
FRA081;2;15,83404
FRA082;2;24,10929
FRA083;2;14,81855
FRA084;2;20,5898
FRA085;2;15,38853
FRA086;2;18,54242
FRA087;2;15,02227
FRA088;2;10,17911
FRA089;2;16,16659
FRA090;2;18,78442
FRA091;2;12,87858
FRA092;2;21,99044
FRA093;2;21,03725
FRA094;2;26,78646
FRA095;2;13,02915
FRA096;2;6,70639
FRA097;2;18,12087
FRA098;2;31,19812
FRA099;2;12,51739
FRA100;2;13,33928
FRA101;2;16,44459
FRA102;2;15,0583
FRA103;2;14,16177
FRA104;2;8,18751
FRA105;2;7,58565
FRA106;2;6,80724
FRA107;2;13,48269
FRA108;2;18,08123
FRA109;2;17,04198
FRA110;2;14,41039
FRA111;2;12,92485
FRA112;2;9,98936
FRA113;2;11,93347
FRA114;2;20,98303
FRA115;2;27,33595
FRA116;2;19,96178
FRA117;2;21,85953
FRA118;2;20,4943
FRA119;2;16,24452
FRA120;2;6,09465
FRA121;2;6,74929
FRA186;2;5,87624
FRA190;2;6,54277
FRA195;2;19,22327
FRA197;2;9,43345
FRA200;2;9,75817
FRA201;2;14,17119
FRA202;2;8,13067
FRA203;2;7,93739
FRA204;2;5,0905
FRA205;2;7,101
FRA206;2;4,65476
FRA207;2;9,8327
FRA208;2;13,82694
FRA209;2;10,66723
FRA210;2;13,29574
FRA211;2;6,53012
FRA212;2;8,64523
FRA215;2;20,09753
FRA217;2;6,65925
FRA218;2;6,51718
FRA250;2;4,99839
FRA251;2;6,9973
FRA252;2;7,50234
FRA253;2;9,19766
FRA254;2;8,12242
FRA255;2;9,42264
FRA256;2;0
FRA301;2;4,46382
FRA302;2;11,04143
FRA303;2;10,94069
FRA304;2;4,0534
FRA305;2;6,11365
FRA306;2;6,69148
FRA307;2;4,75233
FRA309;2;10,1916
FRA310;2;11,01807
FRA311;2;7,24566
FRA312;2;13,91821
FRA313;2;10,79769
FRA314;2;4,00172
FRA315;2;11,15576
FRA316;2;7,65782
FRA317;2;6,59825
FRA318;2;8,32568
FRA319;2;7,11629
FRA320;2;4,9092
FRA321;2;5,12894
FRA322;2;5,72032
FRA323;2;17,10516
FRA324;2;10,15896
FRA325;2;4,69683
FRA327;2;13,64304
FRA328;2;13,51111
FRA329;2;7,67572
FRA330;2;13,91522
FRA331;2;16,30114
FRA332;2;9,88659
FRA333;2;19,89943
FRA334;2;7,94265
FRA335;2;8,01663
FRA336;2;8,4186
FRA337;2;11,67867
FRA338;2;7,88736
FRA339;2;19,55515
FRA340;2;17,65354
FRA342;2;28,19251
FRA343;2;17,44924
FRA344;2;9,39168
FRA345;2;10,86333
FRA346;2;9,72371
FRA347;2;24,44161
FRA349;2;8,61633
FRA350;2;5,58182
FRA351;2;13,28923
FRA352;2;6,76011
FRA353;2;10,22782
FRA354;2;8,41325
FRA356;2;12,37406
FRA357;2;6,70936
FRA358;2;15,25562
FRA359;2;11,34149
FRA360;2;11,52281
FRA363;2;13,69344
FRA365;2;9,93278
FRA366;2;8,62267
FRA400;2;8,43813
FRA401;2;5,41333
FRA402;2;4,82326
FRA403;2;7,44866
FRA404;2;4,34145
FRA405;2;4,08638
FRA406;2;5,55091
FRA407;2;3,96888
FRA408;2;4,65852
FRA001;3;32,47667
FRA002;3;10,29581
FRA003;3;8,69803
FRA004;3;19,26287
FRA005;3;14,10993
FRA006;3;16,53718
FRA007;3;30,90229
FRA008;3;20,08012
FRA009;3;21,04102
FRA010;3;9,36012
FRA011;3;13,66608
FRA012;3;13,77318
FRA013;3;20,48774
FRA014;3;14,94348
FRA015;3;14,04492
FRA016;3;6,96608
FRA017;3;15,23983
FRA018;3;13,83354
FRA019;3;8,96077
FRA020;3;6,52601
FRA021;3;8,49373
FRA022;3;15,06169
FRA023;3;20,46449
FRA024;3;9,44479
FRA025;3;11,48263
FRA026;3;13,34016
FRA027;3;12,90847
FRA028;3;12,63508
FRA029;3;19,53323
FRA030;3;4,7486
FRA031;3;24,86777
FRA032;3;14,37921
FRA033;3;9,05533
FRA034;3;12,51804
FRA035;3;22,63971
FRA036;3;17,20791
FRA037;3;13,99334
FRA038;3;13,22678
FRA039;3;15,20812
FRA040;3;18,5859
FRA041;3;16,80532
FRA042;3;21,18722
FRA043;3;10,88886
FRA044;3;20,86192
FRA045;3;12,99859
FRA046;3;17,51464
FRA047;3;21,10249
FRA048;3;19,43961
FRA049;3;8,94719
FRA050;3;22,21166
FRA051;3;16,4384
FRA052;3;9,24653
FRA053;3;15,30966
FRA054;3;22,69108
FRA055;3;14,80355
FRA056;3;12,50726
FRA057;3;12,57694
FRA058;3;12,80519
FRA059;3;13,60584
FRA060;3;21,79677
FRA061;3;24,53916
FRA062;3;18,65675
FRA063;3;16,0092
FRA064;3;20,57332
FRA065;3;8,37089
FRA066;3;38,98832
FRA068;3;13,09318
FRA069;3;14,18133
FRA070;3;11,13181
FRA071;3;10,80151
FRA072;3;8,97214
FRA073;3;7,55837
FRA074;3;10,10761
FRA075;3;21,98399
FRA076;3;21,25424
FRA077;3;20,87027
FRA078;3;10,83815
FRA079;3;14,02044
FRA080;3;11,41127
FRA081;3;16,96319
FRA082;3;20,50267
FRA083;3;15,54415
FRA084;3;25,60985
FRA085;3;13,45894
FRA086;3;16,17117
FRA087;3;16,05723
FRA088;3;12,56096
FRA089;3;19,47991
FRA090;3;15,88244
FRA091;3;13,4816
FRA092;3;25,02254
FRA093;3;21,61599
FRA094;3;27,10347
FRA095;3;11,91251
FRA096;3;6,89613
FRA097;3;17,15238
FRA098;3;19,96635
FRA099;3;7,868
FRA100;3;12,99555
FRA101;3;16,98986
FRA102;3;15,03448
FRA103;3;13,60648
FRA104;3;9,07199
FRA105;3;11,33622
FRA106;3;5,377
FRA107;3;14,64589
FRA108;3;14,47937
FRA109;3;17,63661
FRA110;3;15,18691
FRA111;3;14,86945
FRA112;3;10,64877
FRA113;3;13,43885
FRA114;3;20,08427
FRA115;3;32,12542
FRA116;3;19,8693
FRA117;3;20,95053
FRA118;3;22,19337
FRA119;3;15,95864
FRA120;3;7,08313
FRA121;3;8,77425
FRA186;3;11,17033
FRA190;3;6,82752
FRA195;3;19,38559
FRA197;3;8,36212
FRA200;3;8,3033
FRA201;3;13,16312
FRA202;3;9,88797
FRA203;3;13,52273
FRA204;3;5,4991
FRA205;3;7,0934
FRA206;3;4,5001
FRA207;3;9,96276
FRA208;3;14,50744
FRA209;3;9,80366
FRA210;3;15,05618
FRA211;3;6,35205
FRA212;3;8,30772
FRA215;3;16,87103
FRA217;3;5,80475
FRA218;3;5,05322
FRA250;3;6,97611
FRA251;3;4,96895
FRA252;3;6,17594
FRA253;3;8,27533
FRA254;3;6,50149
FRA255;3;11,2941
FRA256;3;0
FRA301;3;4,7958
FRA302;3;8,99446
FRA303;3;11,77159
FRA304;3;4,49332
FRA305;3;7,00071
FRA306;3;8,42077
FRA307;3;6,46046
FRA309;3;9,59574
FRA310;3;11,15382
FRA311;3;7,31409
FRA312;3;21,25417
FRA313;3;8,9363
FRA314;3;3,97202
FRA315;3;13,29381
FRA316;3;12,35157
FRA317;3;6,97601
FRA318;3;10,70614
FRA319;3;6,03016
FRA320;3;7,87415
FRA321;3;3,29838
FRA322;3;6,97649
FRA323;3;21,64682
FRA324;3;8,38269
FRA325;3;5,83163
FRA327;3;9,50481
FRA328;3;13,5723
FRA329;3;10,46379
FRA330;3;14,0656
FRA331;3;14,68152
FRA332;3;9,78226
FRA333;3;24,30001
FRA334;3;8,92502
FRA335;3;9,82656
FRA336;3;9,57735
FRA337;3;12,16682
FRA338;3;7,49075
FRA339;3;18,33955
FRA340;3;19,02835
FRA342;3;23,93671
FRA343;3;14,93407
FRA344;3;10,39918
FRA345;3;13,62792
FRA346;3;12,2078
FRA347;3;24,45432
FRA349;3;11,5592
FRA350;3;7,88194
FRA351;3;14,02712
FRA352;3;10,57801
FRA353;3;8,60192
FRA354;3;8,64144
FRA356;3;12,30757
FRA357;3;7,42728
FRA358;3;13,07113
FRA359;3;11,00861
FRA360;3;9,89278
FRA363;3;15,96631
FRA365;3;10,35911
FRA366;3;9,14936
FRA400;3;6,37059
FRA401;3;6,01178
FRA402;3;5,75735
FRA403;3;6,19531
FRA404;3;4,45327
FRA405;3;4,26165
FRA406;3;5,94315
FRA407;3;4,33628
FRA408;3;4,96589
FRA001;4;27,33325
FRA002;4;8,50208
FRA003;4;8,57099
FRA004;4;17,64921
FRA005;4;11,07476
FRA006;4;14,50549
FRA007;4;26,34849
FRA008;4;16,9127
FRA009;4;20,205
FRA010;4;10,08565
FRA011;4;14,12438
FRA012;4;14,4394
FRA013;4;16,74168
FRA014;4;12,70014
FRA015;4;13,22912
FRA016;4;6,92175
FRA017;4;12,20006
FRA018;4;17,2875
FRA019;4;7,46782
FRA020;4;6,05738
FRA021;4;9,12048
FRA022;4;15,46265
FRA023;4;22,28745
FRA024;4;12,29688
FRA025;4;13,22173
FRA026;4;11,12534
FRA027;4;12,90071
FRA028;4;9,49296
FRA029;4;19,50491
FRA030;4;5,35929
FRA031;4;23,8941
FRA032;4;11,57051
FRA033;4;8,89539
FRA034;4;13,73842
FRA035;4;22,23354
FRA036;4;22,06191
FRA037;4;15,35563
FRA038;4;15,10854
FRA039;4;12,97186
FRA040;4;16,82261
FRA041;4;15,92758
FRA042;4;25,59332
FRA043;4;12,27834
FRA044;4;25,26788
FRA045;4;18,4588
FRA046;4;14,14199
FRA047;4;16,10581
FRA048;4;17,57015
FRA049;4;5,59578
FRA050;4;23,74814
FRA051;4;16,08955
FRA052;4;7,83143
FRA053;4;14,09152
FRA054;4;22,73842
FRA055;4;12,7414
FRA056;4;11,83396
FRA057;4;13,42183
FRA058;4;16,4377
FRA059;4;13,72758
FRA060;4;19,88291
FRA061;4;24,66602
FRA062;4;18,73811
FRA063;4;18,27985
FRA064;4;20,72601
FRA065;4;8,56838
FRA066;4;29,01836
FRA068;4;14,34727
FRA069;4;12,389
FRA070;4;10,0285
FRA071;4;9,7838
FRA072;4;8,1496
FRA073;4;8,43713
FRA074;4;8,44926
FRA075;4;20,45238
FRA076;4;25,94726
FRA077;4;16,89556
FRA078;4;11,1875
FRA079;4;12,89585
FRA080;4;13,50288
FRA081;4;16,02329
FRA082;4;19,9626
FRA083;4;14,60694
FRA084;4;27,49569
FRA085;4;12,38849
FRA086;4;18,90459
FRA087;4;13,00433
FRA088;4;13,80671
FRA089;4;17,55591
FRA090;4;16,0366
FRA091;4;14,16929
FRA092;4;29,88001
FRA093;4;17,93743
FRA094;4;23,58318
FRA095;4;13,02938
FRA096;4;7,64506
FRA097;4;17,19689
FRA098;4;38,2249
FRA099;4;6,82312
FRA100;4;12,78459
FRA101;4;15,79039
FRA102;4;14,22924
FRA103;4;15,58963
FRA104;4;11,90306
FRA105;4;8,41098
FRA106;4;5,28738
FRA107;4;20,18159
FRA108;4;16,56355
FRA109;4;14,95153
FRA110;4;12,22054
FRA111;4;15,00905
FRA112;4;11,93467
FRA113;4;13,35523
FRA114;4;24,12012
FRA115;4;31,77594
FRA116;4;18,10892
FRA117;4;14,62047
FRA118;4;21,74525
FRA119;4;17,98967
FRA120;4;6,4147
FRA121;4;7,98049
FRA186;4;11,3361
FRA190;4;5,32396
FRA195;4;23,50786
FRA197;4;7,51814
FRA200;4;8,64678
FRA201;4;13,08876
FRA202;4;8,55585
FRA203;4;11,22714
FRA204;4;4,13144
FRA205;4;5,837
FRA206;4;3,71226
FRA207;4;9,86367
FRA208;4;14,07803
FRA209;4;8,52491
FRA210;4;14,02982
FRA211;4;6,83227
FRA212;4;9,11361
FRA215;4;30,83394
FRA217;4;5,97289
FRA218;4;6,11255
FRA250;4;5,98923
FRA251;4;6,24694
FRA252;4;7,10749
FRA253;4;8,80116
FRA254;4;7,77693
FRA255;4;13,8643
FRA256;4;0
FRA301;4;4,14518
FRA302;4;9,3103
FRA303;4;11,76243
FRA304;4;4,32164
FRA305;4;5,44477
FRA306;4;5,56677
FRA307;4;7,31302
FRA309;4;8,977
FRA310;4;11,71519
FRA311;4;6,78527
FRA312;4;18,32745
FRA313;4;10,43692
FRA314;4;3,68601
FRA315;4;12,23363
FRA316;4;9,01524
FRA317;4;6,37507
FRA318;4;9,69913
FRA319;4;6,2764
FRA320;4;7,96342
FRA321;4;5,79366
FRA322;4;7,50959
FRA323;4;24,97041
FRA324;4;9,25171
FRA325;4;3,01668
FRA327;4;10,4028
FRA328;4;16,55804
FRA329;4;8,94182
FRA330;4;19,60536
FRA331;4;14,5146
FRA332;4;12,71336
FRA333;4;21,84016
FRA334;4;6,78935
FRA335;4;10,02503
FRA336;4;11,74616
FRA337;4;11,18615
FRA338;4;7,63635
FRA339;4;20,16661
FRA340;4;17,27284
FRA342;4;27,15225
FRA343;4;15,54636
FRA344;4;5,94605
FRA345;4;8,65096
FRA346;4;11,23448
FRA347;4;29,51747
FRA349;4;8,4097
FRA350;4;7,0352
FRA351;4;15,60811
FRA352;4;11,27024
FRA353;4;7,75937
FRA354;4;8,68234
FRA356;4;13,2336
FRA357;4;6,99422
FRA358;4;10,97681
FRA359;4;10,56131
FRA360;4;12,73581
FRA363;4;13,33887
FRA365;4;9,87446
FRA366;4;7,27726
FRA400;4;4,83234
FRA401;4;5,89015
FRA402;4;4,99976
FRA403;4;6,23572
FRA404;4;4,20836
FRA405;4;3,34143
FRA406;4;6,54816
FRA407;4;4,3518
FRA408;4;4,79457
FRA001;5;27,93276
FRA002;5;9,33509
FRA003;5;7,51559
FRA004;5;17,36415
FRA005;5;11,80947
FRA006;5;13,85681
FRA007;5;31,34867
FRA008;5;16,96326
FRA009;5;19,86144
FRA010;5;9,73845
FRA011;5;14,5976
FRA012;5;12,03961
FRA013;5;16,11098
FRA014;5;10,82712
FRA015;5;12,10747
FRA016;5;6,07151
FRA017;5;12,06363
FRA018;5;17,3829
FRA019;5;6,23193
FRA020;5;5,18569
FRA021;5;8,83702
FRA022;5;17,60977
FRA023;5;15,45709
FRA024;5;10,17703
FRA025;5;11,71335
FRA026;5;10,87678
FRA027;5;13,00262
FRA028;5;7,64402
FRA029;5;16,94552
FRA030;5;5,56167
FRA031;5;22,72378
FRA032;5;10,88047
FRA033;5;7,04881
FRA034;5;15,01431
FRA035;5;23,09319
FRA036;5;19,851
FRA037;5;11,97309
FRA038;5;14,9503
FRA039;5;13,95832
FRA040;5;14,53344
FRA041;5;15,78916
FRA042;5;23,91361
FRA043;5;11,26676
FRA044;5;18,55134
FRA045;5;14,21421
FRA046;5;24,57242
FRA047;5;16,42572
FRA048;5;20,99327
FRA049;5;6,47208
FRA050;5;22,00506
FRA051;5;20,78632
FRA052;5;7,72024
FRA053;5;12,92576
FRA054;5;19,35476
FRA055;5;11,05855
FRA056;5;8,85444
FRA057;5;16,65256
FRA058;5;14,19034
FRA059;5;14,70787
FRA060;5;17,67802
FRA061;5;23,79272
FRA062;5;20,6469
FRA063;5;15,74251
FRA064;5;20,15493
FRA065;5;8,94
FRA066;5;32,90518
FRA068;5;10,91589
FRA069;5;13,46305
FRA070;5;9,19558
FRA071;5;9,69993
FRA072;5;9,0542
FRA073;5;8,40951
FRA074;5;7,88561
FRA075;5;23,40775
FRA076;5;23,96003
FRA077;5;12,71244
FRA078;5;11,15539
FRA079;5;13,02159
FRA080;5;11,53332
FRA081;5;16,29877
FRA082;5;20,74723
FRA083;5;21,07895
FRA084;5;25,8437
FRA085;5;14,73241
FRA086;5;16,82927
FRA087;5;11,44336
FRA088;5;10,79811
FRA089;5;16,66196
FRA090;5;17,42765
FRA091;5;14,22001
FRA092;5;14,78001
FRA093;5;22,80986
FRA094;5;25,59729
FRA095;5;11,44162
FRA096;5;7,78689
FRA097;5;18,9081
FRA098;5;31,55872
FRA099;5;6,74192
FRA100;5;9,86664
FRA101;5;16,18589
FRA102;5;12,69562
FRA103;5;18,54362
FRA104;5;11,41102
FRA105;5;11,75865
FRA106;5;10,08072
FRA107;5;20,4391
FRA108;5;14,90668
FRA109;5;16,30122
FRA110;5;13,27011
FRA111;5;13,66988
FRA112;5;12,22417
FRA113;5;10,59356
FRA114;5;27,76405
FRA115;5;35,35626
FRA116;5;13,25421
FRA117;5;11,95917
FRA118;5;22,08437
FRA119;5;20,91977
FRA120;5;6,2832
FRA121;5;7,35124
FRA186;5;15,28232
FRA190;5;5,49545
FRA195;5;20,769
FRA197;5;6,35299
FRA200;5;8,66973
FRA201;5;12,36074
FRA202;5;9,10073
FRA203;5;11,81812
FRA204;5;2,29298
FRA205;5;6,29066
FRA206;5;3,14669
FRA207;5;9,91275
FRA208;5;12,95853
FRA209;5;8,42467
FRA210;5;16,09735
FRA211;5;7,05005
FRA212;5;9,463
FRA215;5;26,54386
FRA217;5;5,86781
FRA218;5;6,56303
FRA250;5;6,58608
FRA251;5;4,45144
FRA252;5;6,87299
FRA253;5;8,71885
FRA254;5;5,92455
FRA255;5;9,61374
FRA256;5;0
FRA301;5;4,06644
FRA302;5;9,98403
FRA303;5;11,13862
FRA304;5;3,66648
FRA305;5;4,31923
FRA306;5;4,58207
FRA307;5;6,4133
FRA309;5;11,95974
FRA310;5;10,47036
FRA311;5;6,09975
FRA312;5;20,9501
FRA313;5;9,53416
FRA314;5;3,58615
FRA315;5;12,61941
FRA316;5;5,17078
FRA317;5;4,85976
FRA318;5;7,61979
FRA319;5;6,40985
FRA320;5;6,93527
FRA321;5;3,26861
FRA322;5;7,26812
FRA323;5;22,31552
FRA324;5;9,36053
FRA325;5;5,87191
FRA327;5;11,32249
FRA328;5;16,89998
FRA329;5;10,05647
FRA330;5;15,53034
FRA331;5;13,20303
FRA332;5;11,52517
FRA333;5;14,0287
FRA334;5;6,63684
FRA335;5;10,94412
FRA336;5;10,85659
FRA337;5;12,09923
FRA338;5;6,85537
FRA339;5;17,04539
FRA340;5;19,68497
FRA342;5;26,64789
FRA343;5;15,63241
FRA344;5;5,26857
FRA345;5;10,86348
FRA346;5;9,70927
FRA347;5;24,43827
FRA349;5;10,60133
FRA350;5;5,58336
FRA351;5;12,32211
FRA352;5;12,07143
FRA353;5;6,55986
FRA354;5;6,36839
FRA356;5;12,89047
FRA357;5;7,30188
FRA358;5;10,29747
FRA359;5;10,64477
FRA360;5;10,55429
FRA363;5;13,09514
FRA365;5;10,90694
FRA366;5;7,72402
FRA400;5;4,77403
FRA401;5;5,28723
FRA402;5;4,171
FRA403;5;5,88487
FRA404;5;4,06845
FRA405;5;3,08978
FRA406;5;5,75541
FRA407;5;4,23555
FRA408;5;3,74975
FRA001;6;38,85715
FRA002;6;8,03965
FRA003;6;8,1907
FRA004;6;20,42679
FRA005;6;14,33643
FRA006;6;14,37545
FRA007;6;25,25882
FRA008;6;17,15257
FRA009;6;25,37565
FRA010;6;12,02951
FRA011;6;12,38411
FRA012;6;11,91046
FRA013;6;18,38343
FRA014;6;17,58052
FRA015;6;15,32241
FRA016;6;7,50691
FRA017;6;13,77827
FRA018;6;15,25481
FRA019;6;6,31556
FRA020;6;6,62732
FRA021;6;10,05142
FRA022;6;14,0574
FRA023;6;21,43254
FRA024;6;10,66194
FRA025;6;11,6486
FRA026;6;13,22869
FRA027;6;12,08959
FRA028;6;8,0546
FRA029;6;15,67465
FRA030;6;5,11391
FRA031;6;23,76218
FRA032;6;12,68281
FRA033;6;6,16613
FRA034;6;11,72277
FRA035;6;25,46604
FRA036;6;24,2494
FRA037;6;11,38738
FRA038;6;16,66046
FRA039;6;13,47606
FRA040;6;15,16618
FRA041;6;17,11173
FRA042;6;23,14555
FRA043;6;11,97342
FRA044;6;23,21772
FRA045;6;15,28445
FRA046;6;19,16561
FRA047;6;13,79318
FRA048;6;16,50085
FRA049;6;7,83464
FRA050;6;25,7276
FRA051;6;24,29055
FRA052;6;8,00083
FRA053;6;13,83962
FRA054;6;25,40742
FRA055;6;14,48666
FRA056;6;9,40039
FRA057;6;19,01671
FRA058;6;13,26858
FRA059;6;16,04369
FRA060;6;24,87558
FRA061;6;30,32393
FRA062;6;21,16761
FRA063;6;13,63956
FRA064;6;22,26202
FRA065;6;11,2773
FRA066;6;37,82985
FRA068;6;12,06095
FRA069;6;13,61034
FRA070;6;11,07777
FRA071;6;11,59932
FRA072;6;9,4333
FRA073;6;9,69395
FRA074;6;11,7051
FRA075;6;23,11795
FRA076;6;24,09478
FRA077;6;16,1658
FRA078;6;11,47221
FRA079;6;11,9928
FRA080;6;13,15441
FRA081;6;17,51859
FRA082;6;19,10671
FRA083;6;17,57867
FRA084;6;23,72181
FRA085;6;12,1801
FRA086;6;19,01686
FRA087;6;14,81409
FRA088;6;14,29816
FRA089;6;15,95859
FRA090;6;19,74052
FRA091;6;14,23888
FRA092;6;22,39673
FRA093;6;21,11079
FRA094;6;26,35895
FRA095;6;13,2865
FRA096;6;6,68368
FRA097;6;24,4241
FRA098;6;27,23345
FRA099;6;8,41673
